timestamp,market_slug,outcome,best_bid,best_ask,mid,spread
1767714710.5429099,eth-updown-15m-1767714300,DOWN,0.54,0.53,0.535,-0.010000000000000009
1767714711.889197,eth-updown-15m-1767714300,DOWN,0.57,0.56,0.565,-0.009999999999999898
1767714711.889997,eth-updown-15m-1767714300,UP,0.44,0.43,0.435,-0.010000000000000009
1767714713.218484,eth-updown-15m-1767714300,UP,0.37,0.36,0.365,-0.010000000000000009
1767714713.220674,eth-updown-15m-1767714300,DOWN,0.64,0.63,0.635,-0.010000000000000009
1767714714.554643,eth-updown-15m-1767714300,UP,0.36,0.35,0.355,-0.010000000000000009
1767714714.554806,eth-updown-15m-1767714300,DOWN,0.65,0.64,0.645,-0.010000000000000009
1767714716.086986,eth-updown-15m-1767714300,UP,0.36,0.35,0.355,-0.010000000000000009
1767714716.087193,eth-updown-15m-1767714300,DOWN,0.65,0.64,0.645,-0.010000000000000009
1767714717.422818,eth-updown-15m-1767714300,DOWN,0.66,0.65,0.655,-0.010000000000000009
1767714717.423469,eth-updown-15m-1767714300,UP,0.35,0.34,0.345,-0.009999999999999953
1767714718.768724,eth-updown-15m-1767714300,DOWN,0.66,0.65,0.655,-0.010000000000000009
1767714718.769109,eth-updown-15m-1767714300,UP,0.35,0.34,0.345,-0.009999999999999953
1767714720.112906,eth-updown-15m-1767714300,UP,0.36,0.35,0.355,-0.010000000000000009
1767714720.129664,eth-updown-15m-1767714300,DOWN,0.65,0.64,0.645,-0.010000000000000009
1767714721.4597828,eth-updown-15m-1767714300,UP,0.34,0.33,0.335,-0.010000000000000009
1767714721.459878,eth-updown-15m-1767714300,DOWN,0.67,0.66,0.665,-0.010000000000000009
1767714722.798335,eth-updown-15m-1767714300,UP,0.34,0.33,0.335,-0.010000000000000009
1767714722.798666,eth-updown-15m-1767714300,DOWN,0.67,0.66,0.665,-0.010000000000000009
1767714724.147122,eth-updown-15m-1767714300,DOWN,0.67,0.65,0.66,-0.020000000000000018
1767714724.151816,eth-updown-15m-1767714300,UP,0.35,0.33,0.33999999999999997,-0.019999999999999962
1767714725.500156,eth-updown-15m-1767714300,UP,0.36,0.35,0.355,-0.010000000000000009
1767714725.500499,eth-updown-15m-1767714300,DOWN,0.65,0.64,0.645,-0.010000000000000009
1767714726.836305,eth-updown-15m-1767714300,UP,0.39,0.38,0.385,-0.010000000000000009
1767714726.8363898,eth-updown-15m-1767714300,DOWN,0.62,0.61,0.615,-0.010000000000000009
1767714728.2487612,eth-updown-15m-1767714300,UP,0.38,0.37,0.375,-0.010000000000000009
1767714728.2492,eth-updown-15m-1767714300,DOWN,0.63,0.62,0.625,-0.010000000000000009
1767714729.610899,eth-updown-15m-1767714300,DOWN,0.62,0.61,0.615,-0.010000000000000009
1767714729.6112719,eth-updown-15m-1767714300,UP,0.39,0.38,0.385,-0.010000000000000009
1767714730.947884,eth-updown-15m-1767714300,UP,0.4,0.38,0.39,-0.020000000000000018
1767714730.948475,eth-updown-15m-1767714300,DOWN,0.62,0.6,0.61,-0.020000000000000018
1767714732.565257,eth-updown-15m-1767714300,UP,0.39,0.38,0.385,-0.010000000000000009
1767714732.5662,eth-updown-15m-1767714300,DOWN,0.62,0.61,0.615,-0.010000000000000009
1767714733.899616,eth-updown-15m-1767714300,DOWN,0.63,0.62,0.625,-0.010000000000000009
1767714733.899742,eth-updown-15m-1767714300,UP,0.38,0.37,0.375,-0.010000000000000009
1767714735.2409012,eth-updown-15m-1767714300,DOWN,0.63,0.62,0.625,-0.010000000000000009
1767714735.241021,eth-updown-15m-1767714300,UP,0.38,0.37,0.375,-0.010000000000000009
1767714736.5792372,eth-updown-15m-1767714300,DOWN,0.63,0.62,0.625,-0.010000000000000009
1767714736.5792818,eth-updown-15m-1767714300,UP,0.38,0.37,0.375,-0.010000000000000009
1767714737.9258938,eth-updown-15m-1767714300,UP,0.34,0.33,0.335,-0.010000000000000009
1767714737.9262762,eth-updown-15m-1767714300,DOWN,0.67,0.66,0.665,-0.010000000000000009
1767714739.261379,eth-updown-15m-1767714300,DOWN,0.65,0.64,0.645,-0.010000000000000009
1767714739.262965,eth-updown-15m-1767714300,UP,0.36,0.35,0.355,-0.010000000000000009
1767714740.838259,eth-updown-15m-1767714300,DOWN,0.65,0.64,0.645,-0.010000000000000009
1767714740.8385339,eth-updown-15m-1767714300,UP,0.36,0.35,0.355,-0.010000000000000009
1767714742.201814,eth-updown-15m-1767714300,UP,0.34,0.33,0.335,-0.010000000000000009
1767714742.2021801,eth-updown-15m-1767714300,DOWN,0.67,0.66,0.665,-0.010000000000000009
1767714743.576648,eth-updown-15m-1767714300,UP,0.35,0.34,0.345,-0.009999999999999953
1767714743.577158,eth-updown-15m-1767714300,DOWN,0.66,0.65,0.655,-0.010000000000000009
1767714745.122677,eth-updown-15m-1767714300,DOWN,0.67,0.66,0.665,-0.010000000000000009
1767714745.123444,eth-updown-15m-1767714300,UP,0.34,0.33,0.335,-0.010000000000000009
1767714746.646559,eth-updown-15m-1767714300,DOWN,0.68,0.67,0.675,-0.010000000000000009
1767714746.646867,eth-updown-15m-1767714300,UP,0.33,0.32,0.325,-0.010000000000000009
1767714747.980084,eth-updown-15m-1767714300,UP,0.32,0.31,0.315,-0.010000000000000009
1767714747.981845,eth-updown-15m-1767714300,DOWN,0.69,0.68,0.685,-0.009999999999999898
